"514","632 EAST 186 STREET, New York, NY, 10458","Match","Non_Exact","632 E 186TH ST, BRONX, NY, 10458","-73.88737,40.854336","80301564","R"
"1846","1235 GRAND CONCOURSE 403, New York, NY, 10452","Match","Non_Exact","1235 GRAND CONCOURSE, BRONX, NY, 10452","-73.91764,40.834587","640809987","L"
"2100","801 EAST 161 STREET, New York, NY, 10456","Match","Non_Exact","801 E 161ST ST, BRONX, NY, 10456","-73.90298,40.82089","80302011","L"
"522","2483 CAMBRELENG AVENUE, New York, NY, 10458","Match","Non_Exact","2483 CAMBRELENG AVE, BRONX, NY, 10458","-73.88338,40.85694","80312809","L"
"1830","1020 GRAND CONCOURSE 10D, New York, NY, 10451","Match","Non_Exact","1020 GRAND CONCOURSE, BRONX, NY, 10451","-73.92072,40.83018","640809824","R"
"2966","5757 FARADAY AVENUE, New York, NY, 10471","Match","Non_Exact","5757 FARADAY AVE, BRONX, NY, 10471","-73.89813,40.904755","80296285","L"
"521","2407 BEAUMONT AVENUE, New York, NY, 10458","Match","Non_Exact","2407 BEAUMONT AVE, BRONX, NY, 10458","-73.88436,40.85437","80301606","L"
"1831","1020 GRAND CONCOURSE 17C, New York, NY, 10451","Match","Non_Exact","1020 GRAND CONCOURSE, BRONX, NY, 10451","-73.92072,40.83018","640809824","R"
"2965","5634 POST ROAD, New York, NY, 10471","Match","Non_Exact","5634 POST RD, BRONX, NY, 10471","-73.89741,40.90406","80296290","R"
"524","2476 CAMBRELENG AVENUE, New York, NY, 10458","Match","Non_Exact","2476 CAMBRELENG AVE, BRONX, NY, 10458","-73.88357,40.856693","80312809","R"
"1832","1020 GRAND CONCOURSE 12-O, New York, NY, 10451","Match","Non_Exact","1020 GRAND CONCOURSE, BRONX, NY, 10451","-73.92072,40.83018","640809824","R"
"2964","383 WEST 254 STREET, New York, NY, 10471","Match","Non_Exact","383 W 254TH ST, BRONX, NY, 10471","-73.90362,40.901768","80311277","R"
"523","2472 CAMBRELENG AVENUE, New York, NY, 10458","Match","Non_Exact","2472 CAMBRELENG AVE, BRONX, NY, 10458","-73.883675,40.85656","80312809","R"
"1833","1020 GRAND CONCOURSE 22H, New York, NY, 10451","Match","Non_Exact","1020 GRAND CONCOURSE, BRONX, NY, 10451","-73.92072,40.83018","640809824","R"
"2963","3238 OXFORD AVENUE, New York, NY, 10463","Match","Non_Exact","3238 OXFORD AVE, BRONX, NY, 10463","-73.90946,40.88406","80296023","R"
"2962","747 WEST 231, New York, NY, 10463","No_Match"
"2961","3052 INDEPENDENCE AVENUE, New York, NY, 10463","Match","Non_Exact","3052 INDEPENDENCE AVE, BRONX, NY, 10463","-73.91701,40.883507","80295900","R"
"520","2418 CAMBRELENG AVENUE, New York, NY, 10458","Match","Non_Exact","2418 CAMBRELENG AVE, BRONX, NY, 10458","-73.885,40.85499","80301579","R"
"2960","3027 NETHERLAND AVENUE, New York, NY, 10463","Match","Non_Exact","3027 NETHERLAND AVE, BRONX, NY, 10463","-73.91255,40.88154","80296114","L"
